Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30
18/03/2020,Rest of the world,Affiliate_30,466,172,56,334,"$3,997",4,7,$39,24,9,$102,35,12,$141,44,12,$159,126,20,$578
18/03/2020,Rest of the world,Affiliate_31,714,218,55,509,"$1,775",0,0,$0,1,1,$2,2,2,$3,2,2,$3,3,3,$19
18/03/2020,Rest of the world,Affiliate_32,"6,220","1,776",712,"4,281","$111,724",89,156,"$1,526",438,176,"$4,790",636,209,"$7,280",774,220,"$9,331","1,364",250,"$18,482"
18/03/2020,Rest of the world,Affiliate_33,"4,607","1,130",244,"2,824","$6,694",8,8,$25,21,12,$191,36,15,$431,43,16,$555,126,24,"$1,155"
18/03/2020,Rest of the world,Affiliate_34,"3,797","1,079",364,"2,674","$13,825",11,18,$278,51,24,$524,66,28,$618,75,31,$683,188,40,"$1,695"
18/03/2020,Rest of the world,Rest,"1,354",300,81,810,"$7,138",4,4,$11,8,7,$56,14,11,$129,17,12,$135,27,14,$179
18/03/2020,Russia,Affiliate_26,"1,427",639,257,"1,458","$10,306",7,15,$187,50,24,$345,81,32,$493,107,34,$723,237,42,"$1,333"
18/03/2020,Russia,Affiliate_28,296,119,27,282,"$2,124",1,1,$3,1,1,$3,1,1,$3,1,1,$3,2,2,$3
18/03/2020,Russia,Affiliate_30,210,100,44,210,"$1,586",0,0,$0,6,4,$15,10,6,$27,14,7,$43,41,10,$126
18/03/2020,Russia,Affiliate_31,5,1,0,3,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,Russia,Affiliate_33,331,115,41,278,$724,2,2,$1,7,5,$10,15,5,$19,17,5,$25,42,6,$109
18/03/2020,Russia,Affiliate_34,912,366,176,903,"$2,736",6,8,$28,21,13,$45,39,19,$116,55,21,$218,118,24,$571
18/03/2020,Russia,Rest,406,142,59,316,"$1,829",4,4,$5,9,6,$8,13,8,$8,19,10,$35,36,11,$109
18/03/2020,South Korea,Affiliate_27,5,3,0,3,$173,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,South Korea,Affiliate_28,288,106,5,256,$840,0,0,$0,9,4,$15,9,4,$15,9,4,$15,9,4,$15
18/03/2020,South Korea,Affiliate_29,167,31,4,92,"$3,290",1,1,$0,3,3,$6,5,3,$14,6,3,$15,6,3,$15
18/03/2020,South Korea,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,South Korea,Affiliate_34,13,6,0,8,$222,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,South Korea,Rest,115,32,9,76,"$1,321",0,0,$0,0,0,$0,1,1,$3,1,1,$3,1,1,$3
18/03/2020,Spain,Affiliate_26,92,36,8,86,$621,1,1,$1,1,1,$1,1,1,$1,1,1,$1,2,2,$1
18/03/2020,Spain,Affiliate_27,25,6,5,11,$220,0,0,$0,0,0,$0,2,1,$12,2,1,$12,4,1,$68
18/03/2020,Spain,Affiliate_31,89,34,10,64,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,Spain,Affiliate_34,107,31,11,73,$825,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,Spain,Rest,26,5,2,19,$135,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,UK,Affiliate_27,79,33,8,55,$582,2,2,$19,3,3,$19,3,3,$19,3,3,$19,16,5,$56
18/03/2020,UK,Affiliate_29,294,98,32,245,"$3,618",4,8,$88,24,10,$161,33,12,$204,40,12,$235,53,12,$294
18/03/2020,UK,Affiliate_33,106,47,16,74,$789,0,0,$0,5,4,$41,6,4,$60,6,4,$60,11,4,$78
18/03/2020,UK,Affiliate_34,4,1,1,1,$30,0,0,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$2
18/03/2020,UK,Affiliate_35,30,11,5,20,$603,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,UK,Rest,548,179,57,435,"$3,801",2,2,$1,9,8,$62,15,10,$82,22,10,$103,35,10,$252
18/03/2020,USA,Affiliate_26,432,181,73,362,"$9,441",7,9,$84,39,19,$356,41,20,$366,45,23,$382,64,27,$481
18/03/2020,USA,Affiliate_27,614,240,88,426,"$10,040",17,28,$213,80,27,"$1,004",103,32,"$1,341",115,33,"$1,460",182,36,"$2,304"
18/03/2020,USA,Affiliate_28,145,57,15,125,"$3,462",2,4,$27,17,4,$132,23,4,$220,28,4,$282,84,6,"$1,314"
18/03/2020,USA,Affiliate_29,"3,424","1,238",408,"2,760","$72,333",69,108,"$1,150",337,143,"$3,893",486,163,"$5,606",634,176,"$8,198","1,249",205,"$18,214"
18/03/2020,USA,Affiliate_30,181,79,35,158,"$3,411",7,12,$118,49,14,$473,74,17,$709,95,18,"$1,074",205,21,"$2,532"
18/03/2020,USA,Affiliate_31,"1,087",407,163,895,"$11,263",17,36,$327,103,34,$933,133,40,"$1,130",148,42,"$1,383",255,47,"$2,739"
18/03/2020,USA,Affiliate_32,80,31,14,60,"$7,395",4,14,$214,29,8,$371,36,12,$463,38,12,$529,59,15,$806
18/03/2020,USA,Affiliate_33,434,142,44,329,"$4,427",3,3,$21,22,7,$256,35,10,$405,43,10,$496,129,12,"$2,224"
18/03/2020,USA,Affiliate_34,"2,010",658,210,"1,421","$26,671",15,29,$322,102,32,"$1,310",158,41,"$2,044",195,44,"$2,577",384,54,"$5,079"
18/03/2020,USA,Affiliate_35,326,124,53,244,"$10,041",10,21,$443,75,27,"$1,052",109,30,"$1,483",135,32,"$1,734",243,35,"$2,661"
18/03/2020,USA,Affiliate_36,35,16,2,28,$91,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
18/03/2020,USA,Rest,"2,603",687,211,"1,711","$15,893",14,20,$151,48,23,$388,59,27,$477,69,32,$561,131,42,"$1,266"
19/03/2020,Australia,Affiliate_27,31,13,5,21,$562,1,1,$16,3,2,$26,7,2,$50,14,2,$116,45,2,$466
19/03/2020,Australia,Affiliate_34,20,5,3,17,$382,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Australia,Rest,58,32,3,49,$479,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Canada,Affiliate_27,43,16,6,32,$837,0,0,$0,1,1,$0,1,1,$0,3,2,$8,3,2,$8
19/03/2020,Canada,Affiliate_34,72,30,11,65,"$1,190",2,2,$15,3,3,$18,4,3,$24,4,3,$24,4,3,$24
19/03/2020,Canada,Affiliate_35,12,3,2,7,$535,0,0,$0,0,0,$0,1,1,$2,1,1,$2,1,1,$2
19/03/2020,Canada,Rest,18,5,4,12,$201,1,1,$1,5,1,$35,6,1,$35,7,1,$42,12,1,$59
19/03/2020,France,Affiliate_26,73,33,13,63,"$2,370",0,0,$0,4,4,$22,4,4,$22,4,4,$22,4,4,$22
19/03/2020,France,Affiliate_27,83,33,13,60,"$1,044",1,1,$10,5,4,$41,6,5,$44,6,5,$44,10,5,$81
19/03/2020,France,Affiliate_29,919,341,114,694,"$10,120",17,33,$593,86,27,"$1,668",122,31,"$2,120",136,35,"$2,513",183,37,"$3,276"
19/03/2020,France,Affiliate_30,23,11,7,21,$372,0,0,$0,3,1,$7,4,1,$32,6,1,$33,7,1,$43
19/03/2020,France,Affiliate_31,206,82,21,162,"$3,568",1,1,$1,3,2,$17,4,3,$32,4,3,$51,17,3,$255
19/03/2020,France,Affiliate_34,19,4,1,20,$116,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,France,Affiliate_35,60,21,7,23,$554,0,0,$0,2,2,$10,2,2,$10,2,2,$10,2,2,$10
19/03/2020,France,Rest,164,68,18,129,"$1,579",1,3,$7,7,1,$62,12,1,$106,13,2,$132,24,3,$332
19/03/2020,Germany,Affiliate_26,14,5,2,11,$0,0,0,$0,4,2,$18,4,2,$24,5,2,$28,5,2,$28
19/03/2020,Germany,Affiliate_27,37,9,5,19,$793,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Germany,Affiliate_29,622,222,73,480,"$12,061",8,16,$275,71,18,"$1,089",90,23,"$1,320",102,27,"$1,480",150,30,"$1,896"
19/03/2020,Germany,Affiliate_30,30,16,6,25,$305,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Germany,Affiliate_31,61,25,7,51,$906,0,0,$0,1,1,$16,2,1,$34,3,1,$44,4,1,$57
19/03/2020,Germany,Affiliate_33,88,30,7,64,$518,0,0,$0,0,0,$0,0,0,$0,1,1,$1,5,2,$28
19/03/2020,Germany,Affiliate_34,232,65,33,220,"$2,732",0,0,$0,4,3,$97,5,3,$98,6,3,$108,11,4,$137
19/03/2020,Germany,Rest,154,53,23,120,$832,1,1,$19,5,4,$25,9,5,$45,12,6,$58,24,9,$107
19/03/2020,Japan,Affiliate_27,7,2,2,5,$380,1,1,$11,2,1,$78,5,1,$208,5,1,$208,13,1,$408
19/03/2020,Japan,Affiliate_29,51,9,5,31,"$2,283",0,0,$0,0,0,$0,0,0,$0,0,0,$0,9,1,$267
19/03/2020,Japan,Affiliate_34,20,4,0,14,$409,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Japan,Rest,7,2,1,5,$124,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Rest of the world,Affiliate_26,796,366,87,662,"$3,132",0,0,$0,16,10,$74,30,13,$155,34,13,$186,60,16,$500
19/03/2020,Rest of the world,Affiliate_27,394,133,49,270,"$4,223",2,3,$4,14,7,$31,17,7,$57,24,8,$123,59,10,$284
19/03/2020,Rest of the world,Affiliate_28,314,116,33,262,"$1,577",0,0,$0,5,4,$10,6,4,$13,6,4,$13,14,6,$95
19/03/2020,Rest of the world,Affiliate_29,"4,043","1,461",556,"3,180","$86,110",100,161,"$1,770",490,189,"$4,935",686,211,"$6,691",850,229,"$8,817","1,695",251,"$19,760"
19/03/2020,Rest of the world,Affiliate_30,445,148,56,312,"$2,857",1,1,$6,13,8,$58,19,10,$99,24,12,$131,67,14,$485
19/03/2020,Rest of the world,Affiliate_31,872,291,63,629,"$1,679",3,6,$19,14,3,$114,14,3,$114,16,4,$124,17,4,$127
19/03/2020,Rest of the world,Affiliate_32,"5,001","1,494",658,"3,521","$117,906",94,146,"$1,274",505,195,"$4,834",750,229,"$7,222",971,245,"$10,479","1,763",272,"$19,335"
19/03/2020,Rest of the world,Affiliate_33,"4,391","1,032",255,"2,524","$6,055",6,16,$243,39,10,$674,48,12,$863,55,13,"$1,050",108,15,"$1,960"
19/03/2020,Rest of the world,Affiliate_34,"3,822","1,116",345,"2,746","$14,662",8,11,$103,48,23,$397,86,27,$779,110,33,"$1,005",217,47,"$2,018"
19/03/2020,Rest of the world,Rest,"1,175",289,102,836,"$7,076",9,18,$110,47,17,$305,67,19,$435,72,20,$498,129,25,$874
19/03/2020,Russia,Affiliate_26,"1,789",804,287,"1,664","$11,146",13,21,$185,65,23,$391,88,26,$489,111,28,$617,219,36,"$1,013"
19/03/2020,Russia,Affiliate_28,282,100,26,299,$667,0,0,$0,11,3,$173,24,3,$428,28,3,$480,44,3,$852
19/03/2020,Russia,Affiliate_30,206,100,43,189,$743,2,2,$3,4,2,$6,7,4,$19,8,5,$19,20,6,$83
19/03/2020,Russia,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Russia,Affiliate_33,347,123,34,281,$771,0,0,$0,0,0,$0,3,1,$4,3,1,$4,4,1,$10
19/03/2020,Russia,Affiliate_34,677,283,131,650,"$1,906",4,4,$17,14,6,$64,23,7,$97,32,12,$169,68,12,$280
19/03/2020,Russia,Rest,415,130,50,319,"$1,801",1,1,$0,7,3,$3,11,4,$5,14,5,$12,30,7,$19
19/03/2020,South Korea,Affiliate_26,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,South Korea,Affiliate_27,7,1,0,3,$346,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,South Korea,Affiliate_28,237,60,7,183,"$1,105",2,2,$6,4,4,$9,4,4,$9,4,4,$9,4,4,$9
19/03/2020,South Korea,Affiliate_29,135,24,4,73,"$1,767",3,6,$150,17,4,$314,26,4,$565,27,4,$565,27,4,$565
19/03/2020,South Korea,Affiliate_34,17,4,2,12,$368,2,4,$14,10,2,$62,10,2,$62,10,2,$62,10,2,$62
19/03/2020,South Korea,Rest,123,22,5,85,"$1,538",0,0,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$3
19/03/2020,Spain,Affiliate_26,60,29,8,56,$580,0,0,$0,1,1,$0,1,1,$0,3,2,$4,6,2,$11
19/03/2020,Spain,Affiliate_27,34,13,7,21,$273,0,0,$0,0,0,$0,5,1,$86,6,1,$129,21,2,$434
19/03/2020,Spain,Affiliate_31,86,33,10,79,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,Spain,Affiliate_34,117,41,18,88,$995,1,1,$1,4,1,$28,6,1,$51,6,1,$51,6,1,$51
19/03/2020,Spain,Rest,16,1,0,13,$85,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,UK,Affiliate_26,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,UK,Affiliate_27,84,23,8,46,$831,2,2,$31,6,3,$72,13,4,$100,20,4,$161,24,4,$220
19/03/2020,UK,Affiliate_29,300,113,35,279,"$3,165",2,3,$11,11,5,$43,21,6,$94,27,8,$123,44,10,$225
19/03/2020,UK,Affiliate_31,2,2,0,2,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,UK,Affiliate_33,121,51,15,98,$942,2,2,$36,4,3,$70,4,3,$70,4,4,$71,6,4,$89
19/03/2020,UK,Affiliate_34,1,0,0,1,$19,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,UK,Affiliate_35,31,10,6,20,$614,1,1,$0,1,1,$0,4,3,$14,4,3,$14,7,3,$42
19/03/2020,UK,Rest,522,168,75,420,"$3,502",0,0,$0,5,4,$4,12,7,$32,16,9,$38,66,15,$371
19/03/2020,USA,Affiliate_26,535,208,92,460,"$14,324",10,18,$213,70,20,$931,83,24,"$1,037",101,25,"$1,259",221,27,"$3,178"
19/03/2020,USA,Affiliate_27,644,234,75,446,"$11,823",10,15,$129,50,22,$656,65,23,$876,80,25,"$1,044",153,29,"$2,293"
19/03/2020,USA,Affiliate_28,149,61,21,120,"$3,493",3,3,$6,12,6,$39,17,9,$84,20,9,$128,56,10,$504
19/03/2020,USA,Affiliate_29,"2,793",987,350,"2,210","$55,249",57,80,$813,239,114,"$2,544",304,127,"$3,202",385,144,"$4,676",781,167,"$11,365"
19/03/2020,USA,Affiliate_30,161,70,28,133,"$3,939",4,8,$151,16,4,$203,27,6,$340,46,8,$659,94,11,"$1,219"
19/03/2020,USA,Affiliate_31,685,267,105,556,"$11,394",7,12,$173,35,19,$392,50,25,$536,61,27,$657,108,29,"$1,465"
19/03/2020,USA,Affiliate_32,69,20,9,47,"$5,188",3,4,$20,13,4,$48,22,5,$72,28,6,$166,52,7,$297
19/03/2020,USA,Affiliate_33,417,138,40,312,"$4,302",4,4,$81,10,7,$142,10,7,$142,10,7,$142,41,11,$465
19/03/2020,USA,Affiliate_34,"2,079",684,217,"1,470","$28,526",17,27,$265,115,47,"$1,217",160,55,"$1,667",197,61,"$2,185",367,69,"$4,901"
19/03/2020,USA,Affiliate_35,299,129,62,219,"$9,930",9,13,$223,58,21,$931,92,24,"$1,440",114,25,"$1,879",184,32,"$3,222"
19/03/2020,USA,Affiliate_36,46,21,3,39,$118,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
19/03/2020,USA,Rest,"3,172",838,253,"2,120","$16,880",24,36,$284,90,44,$758,130,49,"$1,250",160,52,"$1,567",296,69,"$3,147"
20/03/2020,Australia,Affiliate_27,56,28,7,43,$693,2,2,$3,5,3,$24,6,3,$45,8,3,$55,29,4,$245
20/03/2020,Australia,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Australia,Affiliate_34,21,10,7,17,$364,3,6,$14,12,4,$46,15,4,$80,20,4,$106,24,4,$175
20/03/2020,Australia,Rest,74,15,4,57,$628,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Canada,Affiliate_27,65,34,11,51,$794,0,0,$0,5,3,$31,7,4,$38,11,5,$75,28,6,$218
20/03/2020,Canada,Affiliate_34,80,27,12,61,"$1,221",1,2,$16,4,1,$39,4,2,$48,5,3,$51,7,3,$81
20/03/2020,Canada,Affiliate_35,13,5,3,11,$551,1,1,$6,2,1,$12,3,1,$30,3,1,$30,3,1,$30
20/03/2020,Canada,Rest,21,6,2,19,$185,0,0,$0,1,1,$0,3,1,$4,4,2,$11,18,2,$88
20/03/2020,France,Affiliate_26,93,47,24,93,"$1,722",1,1,$9,12,2,$105,12,2,$105,12,3,$106,14,3,$121
20/03/2020,France,Affiliate_27,102,39,14,66,"$1,106",3,9,$78,18,5,$158,27,5,$245,32,5,$322,50,6,$464
20/03/2020,France,Affiliate_29,856,328,98,650,"$10,232",7,10,$127,36,19,$494,55,22,$663,69,25,$806,135,30,"$1,267"
20/03/2020,France,Affiliate_30,20,9,7,19,$132,0,0,$0,3,1,$18,4,1,$20,4,1,$20,7,1,$45
20/03/2020,France,Affiliate_31,223,96,34,197,"$5,242",2,3,$69,17,10,$269,24,10,$400,28,11,$433,40,12,$702
20/03/2020,France,Affiliate_34,39,8,2,30,$257,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,France,Affiliate_35,49,19,9,40,$451,0,0,$0,2,2,$4,2,2,$4,2,2,$4,3,3,$10
20/03/2020,France,Rest,167,65,21,138,"$1,635",0,0,$0,0,0,$0,0,0,$0,2,1,$27,8,1,$121
20/03/2020,Germany,Affiliate_26,17,7,1,12,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Germany,Affiliate_27,34,11,2,16,$855,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Germany,Affiliate_29,638,216,86,468,"$10,465",12,20,$151,63,24,$600,83,25,$864,99,26,"$1,065",175,31,"$2,288"
20/03/2020,Germany,Affiliate_30,26,7,4,22,$246,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Germany,Affiliate_31,60,23,6,43,"$1,331",0,0,$0,0,0,$0,1,1,$3,1,1,$3,1,1,$3
20/03/2020,Germany,Affiliate_33,101,32,8,72,$662,0,0,$0,4,2,$41,4,3,$41,5,4,$60,13,4,$104
20/03/2020,Germany,Affiliate_34,228,73,39,174,"$2,708",1,1,$18,7,2,$62,11,3,$134,13,4,$149,37,6,$306
20/03/2020,Germany,Rest,129,41,16,119,"$1,226",3,3,$13,5,4,$17,5,4,$17,5,4,$17,11,6,$85
20/03/2020,Japan,Affiliate_27,5,3,3,4,$454,0,0,$0,1,1,$3,1,1,$3,1,1,$3,1,1,$3
20/03/2020,Japan,Affiliate_29,58,20,4,46,"$2,327",4,5,$7,8,4,$91,10,5,$146,11,5,$167,12,6,$192
20/03/2020,Japan,Affiliate_34,39,16,4,28,$888,2,3,$6,4,2,$21,4,2,$21,4,2,$21,14,2,$183
20/03/2020,Japan,Rest,10,4,1,7,$174,0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
20/03/2020,Rest of the world,Affiliate_26,506,186,44,401,"$2,279",1,1,$2,2,1,$4,3,2,$19,3,2,$19,3,2,$19
20/03/2020,Rest of the world,Affiliate_27,434,138,47,282,"$4,102",6,9,$70,28,11,$173,50,13,$376,66,13,$456,85,15,$548
20/03/2020,Rest of the world,Affiliate_28,457,147,36,341,"$2,544",3,3,$5,4,4,$10,6,6,$28,8,7,$46,13,9,$70
20/03/2020,Rest of the world,Affiliate_29,"4,169","1,520",563,"3,321","$87,652",80,133,"$1,260",402,169,"$3,971",637,195,"$6,479",780,207,"$8,356","1,484",231,"$17,027"
20/03/2020,Rest of the world,Affiliate_30,516,175,64,404,"$3,405",2,2,$26,20,6,$113,30,6,$163,38,8,$238,83,12,$796
20/03/2020,Rest of the world,Affiliate_31,719,213,42,495,"$1,737",1,1,$3,1,1,$3,2,2,$3,2,2,$3,3,2,$8
20/03/2020,Rest of the world,Affiliate_32,"5,191","1,577",661,"3,743","$127,749",95,170,"$1,837",495,188,"$5,251",761,240,"$8,218",879,252,"$9,590","1,410",281,"$14,717"
20/03/2020,Rest of the world,Affiliate_33,"4,861","1,161",229,"2,848","$6,735",7,12,$63,25,13,$150,30,14,$176,30,14,$176,57,17,$262
20/03/2020,Rest of the world,Affiliate_34,"3,886","1,141",366,"2,795","$14,671",15,24,$169,53,26,$310,77,35,$548,92,40,$700,200,47,"$1,984"
20/03/2020,Rest of the world,Rest,"1,276",295,95,847,"$6,558",2,5,$36,15,7,$145,35,8,$396,48,10,$744,149,14,"$2,532"
20/03/2020,Russia,Affiliate_26,"1,694",780,295,"1,697","$12,286",13,17,$57,69,34,$218,107,39,$413,128,45,$478,245,52,$885
20/03/2020,Russia,Affiliate_28,259,91,25,277,"$1,679",1,1,$3,7,4,$18,10,4,$21,11,4,$21,16,4,$25
20/03/2020,Russia,Affiliate_30,212,95,45,187,"$1,941",1,1,$1,8,5,$42,13,6,$55,14,6,$56,21,8,$86
20/03/2020,Russia,Affiliate_31,2,1,0,2,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Russia,Affiliate_33,340,122,40,497,$805,2,3,$3,4,2,$3,8,4,$11,9,4,$12,30,4,$53
20/03/2020,Russia,Affiliate_34,763,312,132,750,"$2,249",4,4,$4,32,18,$52,45,20,$100,52,21,$154,116,23,$402
20/03/2020,Russia,Rest,434,139,55,338,"$1,779",1,2,$3,5,3,$6,14,5,$20,19,5,$36,30,6,$51
20/03/2020,South Korea,Affiliate_27,6,3,1,5,$224,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,South Korea,Affiliate_28,227,67,5,200,$526,2,3,$18,7,4,$27,11,4,$32,11,4,$32,11,4,$32
20/03/2020,South Korea,Affiliate_29,68,12,1,39,"$1,005",0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,South Korea,Affiliate_34,21,6,3,15,$492,1,1,$3,2,2,$19,3,2,$41,3,2,$41,3,2,$41
20/03/2020,South Korea,Rest,116,21,6,70,"$1,276",0,0,$0,0,0,$0,1,1,$3,1,1,$3,1,1,$3
20/03/2020,Spain,Affiliate_26,78,33,15,71,$120,0,0,$0,0,0,$0,0,0,$0,1,1,$3,1,1,$3
20/03/2020,Spain,Affiliate_27,40,16,5,26,$258,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Spain,Affiliate_31,161,58,18,121,"$1,960",0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,Spain,Affiliate_34,122,44,17,79,$932,0,0,$0,4,2,$33,10,2,$92,11,3,$95,18,4,$216
20/03/2020,Spain,Rest,11,2,0,7,$80,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,UK,Affiliate_26,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,UK,Affiliate_27,84,36,15,63,$721,1,1,$21,5,4,$32,7,4,$47,8,4,$65,21,5,$174
20/03/2020,UK,Affiliate_29,265,104,23,224,"$2,673",2,2,$10,9,6,$59,13,7,$100,16,8,$116,26,9,$170
20/03/2020,UK,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,UK,Affiliate_33,136,48,12,101,"$1,033",1,3,$44,5,3,$65,6,3,$65,7,3,$65,23,4,$157
20/03/2020,UK,Affiliate_34,4,1,1,3,$35,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
20/03/2020,UK,Affiliate_35,29,7,5,20,$791,1,1,$0,4,3,$5,5,4,$11,6,4,$14,6,4,$14
20/03/2020,UK,Rest,477,190,68,398,"$3,700",2,2,$2,4,3,$31,4,3,$31,7,4,$58,16,6,$128
20/03/2020,USA,Affiliate_26,419,171,68,368,"$17,555",12,26,$465,56,20,$981,86,22,"$1,670",100,23,"$2,146",206,26,"$4,374"
20/03/2020,USA,Affiliate_27,625,215,83,438,"$10,564",11,14,$155,45,20,$496,66,26,$706,75,27,$848,157,29,"$2,072"
20/03/2020,USA,Affiliate_28,239,107,33,219,"$3,502",3,5,$50,16,8,$151,28,12,$237,32,12,$260,69,15,$535
20/03/2020,USA,Affiliate_29,"2,843","1,004",395,"2,286","$58,399",59,94,$917,267,120,"$2,457",406,148,"$3,974",465,158,"$4,653",852,180,"$9,721"
20/03/2020,USA,Affiliate_30,165,69,26,124,"$3,656",4,9,$181,31,9,$369,49,11,$530,59,11,$641,143,12,"$1,743"
20/03/2020,USA,Affiliate_31,687,283,116,589,"$9,837",17,29,$323,69,29,$665,130,33,"$1,562",155,34,"$2,025",349,39,"$4,791"
20/03/2020,USA,Affiliate_32,100,42,19,75,"$10,838",7,12,$114,33,14,$269,44,15,$324,50,17,$413,74,20,$628
20/03/2020,USA,Affiliate_33,472,174,45,351,"$4,749",4,6,$151,16,5,$351,21,7,$445,25,7,$566,57,10,"$1,094"
20/03/2020,USA,Affiliate_34,"2,101",672,193,"1,464","$27,792",18,28,$365,93,38,"$1,093",134,45,"$1,591",158,47,"$1,845",253,53,"$2,677"
20/03/2020,USA,Affiliate_35,306,133,57,206,"$9,991",14,25,$282,70,28,$775,104,32,"$1,245",121,32,"$1,588",215,36,"$2,816"
20/03/2020,USA,Affiliate_36,52,19,4,38,$134,0,0,$0,2,2,$2,3,3,$3,3,3,$3,8,3,$59
20/03/2020,USA,Rest,"3,121",797,251,"1,967","$17,693",29,46,$509,80,36,$951,121,42,"$1,466",152,44,"$1,811",392,58,"$6,019"
21/03/2020,Australia,Affiliate_27,75,33,17,433,$845,3,3,$6,12,7,$51,27,8,$149,29,8,$165,51,9,$384
21/03/2020,Australia,Affiliate_31,1,0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
21/03/2020,Australia,Affiliate_34,33,13,8,28,$526,1,1,$0,4,2,$3,9,3,$11,11,3,$16,17,4,$32
21/03/2020,Australia,Rest,82,31,8,64,$713,0,0,$0,0,0,$0,0,0,$0,1,1,$0,1,1,$0
21/03/2020,Canada,Affiliate_27,75,33,10,52,$859,0,0,$0,12,4,$51,20,4,$111,21,4,$138,28,5,$227
21/03/2020,Canada,Affiliate_34,113,45,20,86,"$1,727",1,1,$1,7,2,$74,9,3,$83,10,3,$101,25,4,$146
21/03/2020,Canada,Affiliate_35,20,4,2,12,$579,1,1,$6,3,2,$14,4,2,$23,4,2,$23,5,2,$39
21/03/2020,Canada,Rest,16,4,2,15,$184,1,2,$9,2,1,$9,2,1,$9,2,1,$9,3,2,$15
