Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30,Zone,Month,Day
2020-03-28,Canada,Affiliate_31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,28
2020-03-28,Canada,Affiliate_34,96,35,14,70,1756,1,1,1,3,1,7,7,2,33,16,4,119,25,4,241,NA,3,28
2020-03-28,Canada,Affiliate_35,22,8,4,15,480,1,1,3,2,2,9,4,3,23,4,3,23,4,3,41,NA,3,28
2020-03-28,Canada,Rest,26,6,5,27,320,1,2,7,4,3,13,4,3,13,4,3,13,4,3,13,NA,3,28
2020-03-28,France,Affiliate_26,155,66,25,153,798,2,3,20,8,3,57,17,4,100,21,4,114,46,6,184,Europe,3,28
2020-03-28,France,Affiliate_27,78,25,8,47,1356,1,1,1,4,2,32,4,2,32,4,2,32,4,2,45,Europe,3,28
2020-03-28,France,Affiliate_29,759,300,112,599,10836,12,16,172,68,28,755,93,34,1000,108,38,1188,156,45,1633,Europe,3,28
2020-03-28,France,Affiliate_30,31,14,4,25,360,0,0,0,0,0,0,0,0,0,1,1,3,1,1,3,Europe,3,28
2020-03-28,France,Affiliate_31,119,49,20,101,605,1,2,26,4,2,38,6,4,66,8,4,87,10,4,107,Europe,3,28
2020-03-28,France,Affiliate_34,58,17,6,35,334,0,0,0,0,0,0,1,1,6,1,1,6,1,1,6,Europe,3,28
2020-03-28,France,Affiliate_35,21,9,2,16,521,1,1,19,2,1,38,2,1,38,2,1,38,2,1,38,Europe,3,28
2020-03-28,France,Rest,97,38,13,102,635,2,3,36,3,2,36,6,4,47,7,4,87,12,5,102,Europe,3,28
2020-03-28,Germany,Affiliate_26,24,12,5,20,0,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,Europe,3,28
2020-03-28,Germany,Affiliate_27,33,12,2,21,995,0,0,0,2,1,16,6,2,37,7,2,43,8,2,56,Europe,3,28
2020-03-28,Germany,Affiliate_29,1201,424,146,925,16641,22,33,260,95,42,977,131,45,1478,164,47,1717,318,53,3812,Europe,3,28
2020-03-28,Germany,Affiliate_30,56,26,15,46,658,1,1,3,12,3,33,20,4,74,22,4,87,36,4,184,Europe,3,28
2020-03-28,Germany,Affiliate_31,440,153,43,363,7856,1,1,1,10,4,72,12,4,81,12,4,81,19,4,147,Europe,3,28
2020-03-28,Germany,Affiliate_33,190,63,20,130,1159,0,0,0,5,3,15,14,3,54,16,4,85,22,4,163,Europe,3,28
2020-03-28,Germany,Affiliate_34,119,45,15,81,1847,1,1,25,4,3,38,12,4,129,20,4,266,77,4,945,Europe,3,28
2020-03-28,Germany,Rest,124,45,13,106,1246,6,9,57,14,7,98,28,8,284,37,9,430,59,9,794,Europe,3,28
2020-03-28,Japan,Affiliate_27,4,3,1,3,440,1,8,305,9,2,322,9,2,322,9,2,322,9,2,322,Asia,3,28
2020-03-28,Japan,Affiliate_29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,28
2020-03-28,Japan,Affiliate_34,42,21,11,38,1038,2,3,25,4,3,54,10,4,117,12,4,132,32,4,277,Asia,3,28
2020-03-28,Japan,Rest,9,4,1,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,28
2020-03-28,Rest of the world,Affiliate_26,809,301,84,694,1521,3,4,65,14,6,308,26,7,519,32,7,659,66,10,906,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_27,419,146,48,310,4877,7,8,48,25,10,189,34,10,233,38,10,243,85,13,614,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_28,517,155,39,383,1672,2,2,3,10,6,79,15,6,116,16,6,118,30,8,233,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_29,4500,1648,686,3447,104232,124,210,2287,578,232,5242,968,268,8451,1190,280,10330,2261,318,21112,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_30,771,314,109,616,4943,8,15,95,44,16,324,65,19,527,76,20,692,176,26,1726,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_31,534,168,34,388,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,3,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_32,3556,1137,520,2525,74047,98,160,1541,526,204,5299,846,244,8465,1014,254,10096,1930,285,21168,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_33,8091,1937,410,4770,9972,9,10,75,58,23,466,86,28,627,108,32,751,214,37,1367,Rest of the world,3,28
2020-03-28,Rest of the world,Affiliate_34,3723,1140,401,2761,12143,7,16,188,62,27,614,103,34,1040,122,35,1323,222,43,2341,Rest of the world,3,28
2020-03-28,Rest of the world,Rest,1193,345,109,853,5125,8,14,89,45,16,452,70,19,693,74,19,721,119,22,1337,Rest of the world,3,28
2020-03-28,Russia,Affiliate_26,1034,437,146,981,3319,4,5,40,17,12,92,28,15,158,39,15,233,90,18,507,Europe,3,28
2020-03-28,Russia,Affiliate_28,339,111,31,312,900,0,0,0,5,3,22,7,3,32,9,4,40,23,6,54,Europe,3,28
2020-03-28,Russia,Affiliate_30,271,126,53,252,1268,1,4,24,10,4,82,13,5,111,16,6,130,27,8,185,Europe,3,28
2020-03-28,Russia,Affiliate_31,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,28
2020-03-28,Russia,Affiliate_33,730,231,81,588,1283,3,4,17,8,5,53,10,6,64,10,6,64,32,8,191,Europe,3,28
2020-03-28,Russia,Affiliate_34,1482,557,263,1540,4682,5,5,13,36,21,83,69,27,171,86,29,223,214,39,588,Europe,3,28
2020-03-28,Russia,Rest,584,200,78,482,1984,3,3,24,23,9,188,36,10,280,45,10,391,85,12,487,Europe,3,28
2020-03-28,South Korea,Affiliate_27,6,1,1,7,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,28
2020-03-28,South Korea,Affiliate_28,365,82,7,299,327,4,4,2,4,4,2,4,4,3,4,4,3,4,4,3,Asia,3,28
2020-03-28,South Korea,Affiliate_29,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,28
2020-03-28,South Korea,Affiliate_34,19,7,2,15,411,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,Asia,3,28
2020-03-28,South Korea,Rest,43,15,3,34,432,1,3,20,4,2,29,6,2,34,8,2,90,11,2,140,Asia,3,28
2020-03-28,Spain,Affiliate_26,38,18,7,36,320,0,0,0,2,1,14,2,1,14,2,1,14,4,1,24,Europe,3,28
2020-03-28,Spain,Affiliate_27,27,4,2,10,265,0,0,0,4,1,29,4,1,29,4,1,29,4,1,29,Europe,3,28
2020-03-28,Spain,Affiliate_31,115,35,11,97,0,0,0,0,4,1,5,8,1,16,10,1,17,12,2,21,Europe,3,28
2020-03-28,Spain,Affiliate_34,94,40,17,74,767,2,2,4,4,3,20,4,3,20,4,3,20,11,4,89,Europe,3,28
2020-03-28,Spain,Rest,28,5,2,23,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,28
2020-03-28,UK,Affiliate_27,132,57,22,81,1289,3,4,8,24,12,119,36,13,219,46,13,291,96,13,611,Europe,3,28
2020-03-28,UK,Affiliate_29,405,138,56,343,4966,8,10,50,28,17,153,51,20,277,56,20,288,105,20,648,Europe,3,28
2020-03-28,UK,Affiliate_31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,28
2020-03-28,UK,Affiliate_33,251,91,26,189,1960,2,2,1,4,3,15,10,4,22,12,4,25,14,4,26,Europe,3,28
2020-03-28,UK,Affiliate_34,14,6,4,13,99,1,1,9,3,2,17,3,2,17,3,2,17,3,2,17,Europe,3,28
2020-03-28,UK,Affiliate_35,26,7,5,17,566,1,1,1,3,3,8,4,4,15,7,4,17,10,4,24,Europe,3,28
2020-03-28,UK,Rest,660,246,90,572,4377,9,11,52,26,12,182,42,18,328,48,20,389,77,23,578,Europe,3,28
2020-03-28,USA,Affiliate_26,435,198,67,402,8515,9,16,135,61,20,841,76,20,994,85,20,1032,138,24,1772,NA,3,28
2020-03-28,USA,Affiliate_27,718,267,108,503,12872,13,29,679,70,28,1224,90,28,1429,117,30,1954,330,37,5519,NA,3,28
2020-03-28,USA,Affiliate_28,161,73,23,149,3231,5,6,42,22,9,166,57,12,516,80,12,798,124,12,1400,NA,3,28
2020-03-28,USA,Affiliate_29,3239,1176,444,2534,65723,77,124,1145,300,134,2781,484,166,4685,591,179,5627,1069,207,11775,NA,3,28
2020-03-28,USA,Affiliate_30,272,127,47,264,6293,10,15,195,45,22,423,79,26,822,97,27,1043,234,31,2453,NA,3,28
2020-03-28,USA,Affiliate_31,745,334,133,633,23693,20,38,301,75,27,744,113,33,1239,134,36,1407,215,42,2685,NA,3,28
2020-03-28,USA,Affiliate_32,206,98,48,166,16907,19,44,646,99,32,1236,142,36,1900,166,37,2327,231,38,3598,NA,3,28
2020-03-28,USA,Affiliate_33,717,237,74,525,6550,5,7,73,20,12,176,30,13,261,40,15,291,68,18,537,NA,3,28
2020-03-28,USA,Affiliate_34,2366,749,252,1699,32366,28,45,460,162,55,2055,275,69,3245,326,72,4009,579,85,7523,NA,3,28
2020-03-28,USA,Affiliate_35,230,91,39,166,8418,12,20,110,46,21,360,69,24,788,78,24,886,154,26,1914,NA,3,28
2020-03-28,USA,Affiliate_36,157,56,5,118,369,1,1,1,3,2,7,6,3,24,6,3,24,12,3,37,NA,3,28
2020-03-28,USA,Rest,4938,1211,377,2859,22839,38,65,564,184,84,1577,285,101,2651,351,110,3263,608,133,5607,NA,3,28
2020-03-29,Australia,Affiliate_27,73,22,7,51,979,2,3,5,5,2,6,7,3,10,7,3,10,20,4,92,Asia,3,29
2020-03-29,Australia,Affiliate_31,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,Australia,Affiliate_34,39,12,5,34,696,0,0,0,0,0,0,2,2,11,3,2,18,20,3,133,Asia,3,29
2020-03-29,Australia,Rest,12,2,0,10,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,Canada,Affiliate_27,71,31,18,51,1174,4,12,245,16,5,338,30,5,742,36,5,844,45,6,896,NA,3,29
2020-03-29,Canada,Affiliate_31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,29
2020-03-29,Canada,Affiliate_34,105,36,17,79,1695,0,0,0,2,1,4,7,3,21,11,3,28,28,3,112,NA,3,29
2020-03-29,Canada,Affiliate_35,25,13,5,22,489,0,0,0,0,0,0,1,1,24,1,1,24,3,2,34,NA,3,29
2020-03-29,Canada,Rest,23,4,3,17,244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,29
2020-03-29,France,Affiliate_26,162,74,26,149,694,1,3,70,7,4,105,13,5,163,13,5,163,20,5,258,Europe,3,29
2020-03-29,France,Affiliate_27,64,20,12,46,1142,1,1,19,3,2,47,3,2,47,4,2,65,6,2,106,Europe,3,29
2020-03-29,France,Affiliate_29,1560,575,200,1276,15635,27,37,524,104,44,1269,155,52,1815,178,54,2145,263,56,3096,Europe,3,29
2020-03-29,France,Affiliate_30,36,18,10,31,411,1,1,1,4,2,34,5,3,38,7,3,72,18,4,155,Europe,3,29
2020-03-29,France,Affiliate_31,138,62,24,116,605,1,2,22,6,3,67,8,4,104,9,4,120,10,4,132,Europe,3,29
2020-03-29,France,Affiliate_34,40,11,6,20,350,0,0,0,0,0,0,2,1,7,4,2,11,19,3,135,Europe,3,29
2020-03-29,France,Affiliate_35,33,9,3,21,514,2,3,32,7,2,76,12,3,145,12,3,145,15,3,183,Europe,3,29
2020-03-29,France,Rest,91,32,9,83,707,1,1,6,7,3,107,10,5,169,14,5,246,31,5,637,Europe,3,29
2020-03-29,Germany,Affiliate_26,30,13,3,27,0,1,2,4,2,1,4,2,1,4,2,1,4,3,2,7,Europe,3,29
2020-03-29,Germany,Affiliate_27,45,13,5,28,1334,1,1,3,3,1,12,3,1,12,3,1,12,3,1,12,Europe,3,29
2020-03-29,Germany,Affiliate_29,1295,422,169,1003,17798,19,25,151,96,44,710,142,55,996,166,60,1238,303,69,2312,Europe,3,29
2020-03-29,Germany,Affiliate_30,63,30,17,43,1010,1,1,3,2,2,13,4,2,57,5,2,69,19,4,140,Europe,3,29
2020-03-29,Germany,Affiliate_31,145,61,17,112,7856,1,1,1,2,1,1,6,2,40,8,2,65,12,2,106,Europe,3,29
2020-03-29,Germany,Affiliate_33,215,55,21,150,1376,3,4,76,5,3,102,5,3,102,5,3,102,5,3,102,Europe,3,29
2020-03-29,Germany,Affiliate_34,160,53,29,123,2410,1,1,1,4,1,14,8,2,29,8,2,29,28,3,95,Europe,3,29
2020-03-29,Germany,Rest,160,46,24,130,1405,9,11,28,18,12,84,24,14,120,29,14,152,39,15,202,Europe,3,29
2020-03-29,Japan,Affiliate_27,5,1,0,2,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,Japan,Affiliate_34,30,11,7,22,756,3,4,47,9,3,139,10,3,174,10,3,174,10,3,174,Asia,3,29
2020-03-29,Japan,Rest,8,3,2,7,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,Rest of the world,Affiliate_26,533,178,52,431,1560,3,3,6,3,3,6,3,3,6,3,3,6,6,4,31,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_27,415,123,41,248,4538,8,9,33,23,12,98,35,13,181,39,13,219,62,16,376,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_28,540,157,51,432,2238,6,7,27,12,8,65,20,11,100,23,12,107,39,13,153,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_29,5107,1852,804,4027,91237,129,226,2380,688,244,8317,1078,298,12921,1247,309,14918,2317,350,29674,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_30,853,315,132,655,6890,10,20,170,53,20,422,98,29,635,117,34,737,251,41,1705,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_31,497,150,25,359,0,3,4,7,5,3,7,5,3,7,5,3,7,5,3,7,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_32,3419,1093,538,2688,72003,103,170,1751,435,181,4341,684,213,6513,806,218,7487,1415,243,14395,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_33,8421,1872,447,4929,10619,14,24,124,62,26,540,99,31,1119,126,34,1622,201,42,2378,Rest of the world,3,29
2020-03-29,Rest of the world,Affiliate_34,3738,1063,402,2811,12744,11,19,166,58,22,603,101,33,1151,130,34,1420,273,40,2671,Rest of the world,3,29
2020-03-29,Rest of the world,Rest,1433,396,127,1076,5516,11,18,110,52,22,327,66,23,406,72,24,501,89,27,647,Rest of the world,3,29
2020-03-29,Russia,Affiliate_26,1071,488,169,1007,807,2,3,3,13,11,43,20,13,60,24,14,71,54,20,119,Europe,3,29
2020-03-29,Russia,Affiliate_28,358,133,38,321,988,3,4,10,15,4,62,19,4,73,19,4,73,23,4,78,Europe,3,29
2020-03-29,Russia,Affiliate_30,331,165,78,332,1684,4,4,8,9,8,34,15,10,67,17,11,75,46,14,214,Europe,3,29
2020-03-29,Russia,Affiliate_31,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,29
2020-03-29,Russia,Affiliate_33,795,278,91,672,1438,3,3,1,11,6,29,18,8,35,22,8,38,69,12,151,Europe,3,29
2020-03-29,Russia,Affiliate_34,1948,772,368,1754,6461,6,12,44,55,26,256,108,30,675,132,30,912,316,41,3271,Europe,3,29
2020-03-29,Russia,Rest,699,222,101,529,2183,3,8,33,19,8,69,38,8,135,54,9,181,156,10,685,Europe,3,29
2020-03-29,South Korea,Affiliate_27,7,2,0,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,South Korea,Affiliate_28,232,58,4,190,231,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Asia,3,29
2020-03-29,South Korea,Affiliate_29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,29
2020-03-29,South Korea,Affiliate_34,22,7,2,16,420,0,0,0,2,1,9,2,1,9,2,1,9,4,2,16,Asia,3,29
2020-03-29,South Korea,Rest,42,8,3,34,414,2,2,12,3,2,29,3,2,29,3,2,29,3,2,29,Asia,3,29
2020-03-29,Spain,Affiliate_26,57,21,6,46,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,29
2020-03-29,Spain,Affiliate_27,37,12,5,27,308,1,1,10,1,1,10,3,2,14,4,2,16,4,2,16,Europe,3,29
2020-03-29,Spain,Affiliate_31,317,133,38,268,1736,0,0,0,0,0,0,0,0,0,1,1,6,1,1,6,Europe,3,29
2020-03-29,Spain,Affiliate_34,88,20,7,53,788,0,0,0,2,2,22,4,2,41,5,2,84,33,2,1018,Europe,3,29
2020-03-29,Spain,Rest,21,5,3,27,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,29
2020-03-29,UK,Affiliate_27,146,51,22,108,1319,5,7,63,28,7,252,50,7,456,57,7,509,97,11,951,Europe,3,29
2020-03-29,UK,Affiliate_29,405,140,60,315,5028,12,20,142,48,20,359,83,24,673,110,27,854,216,28,2115,Europe,3,29
2020-03-29,UK,Affiliate_33,258,74,16,179,1991,2,5,23,11,4,102,18,6,171,20,6,199,44,7,565,Europe,3,29
2020-03-29,UK,Affiliate_34,7,4,2,5,80,0,0,0,0,0,0,0,0,0,1,1,6,2,1,10,Europe,3,29
2020-03-29,UK,Affiliate_35,22,12,7,16,572,4,4,18,13,5,54,22,5,79,23,5,79,41,5,137,Europe,3,29
2020-03-29,UK,Rest,642,252,84,522,4035,6,8,32,24,13,84,34,13,135,40,13,173,45,15,232,Europe,3,29
2020-03-29,USA,Affiliate_26,682,314,132,624,9347,17,23,197,59,28,499,85,34,699,102,36,903,166,42,1543,NA,3,29
2020-03-29,USA,Affiliate_27,784,272,104,550,13691,11,35,524,71,23,1050,86,27,1212,104,28,1496,182,32,2623,NA,3,29
2020-03-29,USA,Affiliate_28,194,82,21,176,2919,6,6,17,17,11,154,29,13,255,30,13,270,53,14,568,NA,3,29
2020-03-29,USA,Affiliate_29,4059,1378,546,3150,71769,98,170,1729,432,187,4349,711,223,7668,832,236,8871,1371,255,15125,NA,3,29
2020-03-29,USA,Affiliate_30,328,146,67,276,6976,17,28,257,89,28,985,148,30,1661,171,31,1953,406,33,5098,NA,3,29
2020-03-29,USA,Affiliate_31,660,274,109,553,26571,15,35,374,80,27,953,126,32,1597,142,34,1752,272,36,3390,NA,3,29
2020-03-29,USA,Affiliate_32,263,107,49,206,14932,20,37,466,92,29,1155,157,36,1926,183,38,2265,465,43,6784,NA,3,29
2020-03-29,USA,Affiliate_33,717,240,68,558,6274,8,16,164,33,15,291,55,18,464,61,18,492,118,20,1258,NA,3,29
2020-03-29,USA,Affiliate_34,2470,772,293,1734,34216,35,77,1255,139,54,1882,220,67,2870,271,74,3374,577,85,7446,NA,3,29
2020-03-29,USA,Affiliate_35,264,102,46,189,8105,11,17,169,33,17,321,57,26,767,61,26,883,119,32,1910,NA,3,29
2020-03-29,USA,Affiliate_36,154,56,12,111,365,1,2,8,6,2,23,6,2,23,6,2,23,9,3,36,NA,3,29
2020-03-29,USA,Rest,4755,1155,400,2773,23918,38,60,559,134,68,1290,189,76,1878,220,85,2161,416,107,3839,NA,3,29
2020-03-30,Australia,Affiliate_26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,Australia,Affiliate_27,51,17,6,32,892,2,2,1,4,3,7,5,3,7,5,3,7,5,3,7,Asia,3,30
2020-03-30,Australia,Affiliate_34,37,15,6,23,655,1,1,0,10,2,29,22,2,111,24,2,112,27,4,124,Asia,3,30
2020-03-30,Australia,Rest,21,4,2,22,173,0,0,0,1,1,22,3,1,68,7,1,89,10,1,141,Asia,3,30
2020-03-30,Canada,Affiliate_27,53,14,6,34,1004,0,0,0,2,2,15,5,2,66,6,2,67,14,2,170,NA,3,30
2020-03-30,Canada,Affiliate_31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,30
2020-03-30,Canada,Affiliate_34,105,36,17,80,1772,3,4,20,7,4,74,10,4,128,11,4,141,18,5,192,NA,3,30
2020-03-30,Canada,Affiliate_35,32,13,7,26,548,1,1,3,2,1,9,4,1,12,4,1,12,25,1,57,NA,3,30
2020-03-30,Canada,Rest,28,11,2,23,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,30
2020-03-30,France,Affiliate_26,94,33,13,77,240,2,2,38,3,2,73,4,2,115,9,2,135,10,2,161,Europe,3,30
2020-03-30,France,Affiliate_27,62,21,6,38,944,1,1,3,3,1,26,3,1,26,3,1,26,5,1,60,Europe,3,30
2020-03-30,France,Affiliate_29,1149,421,137,884,13248,16,22,139,61,31,547,90,36,860,101,36,978,176,45,2179,Europe,3,30
2020-03-30,France,Affiliate_30,42,20,12,38,284,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,Europe,3,30
2020-03-30,France,Affiliate_31,128,55,23,108,0,2,3,57,6,4,127,7,4,158,9,4,185,13,4,245,Europe,3,30
2020-03-30,France,Affiliate_34,36,11,3,25,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,France,Affiliate_35,15,6,4,9,528,1,1,19,2,1,38,2,1,38,2,1,38,2,1,38,Europe,3,30
2020-03-30,France,Rest,80,28,3,64,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,Germany,Affiliate_26,23,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,Europe,3,30
2020-03-30,Germany,Affiliate_27,29,10,2,16,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,Germany,Affiliate_29,937,310,107,678,18976,12,29,332,75,29,922,133,41,1621,167,42,2033,300,46,4448,Europe,3,30
2020-03-30,Germany,Affiliate_30,55,29,19,44,287,1,2,8,4,4,54,13,5,140,20,6,181,58,8,608,Europe,3,30
2020-03-30,Germany,Affiliate_31,93,26,7,72,8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,Germany,Affiliate_33,163,33,6,113,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,Germany,Affiliate_34,129,38,13,88,1746,0,0,0,5,3,27,6,3,28,9,4,46,18,5,131,Europe,3,30
2020-03-30,Germany,Rest,93,23,9,59,1208,6,7,11,9,8,19,9,8,19,13,8,75,14,8,76,Europe,3,30
2020-03-30,Japan,Affiliate_27,2,1,1,2,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,Japan,Affiliate_34,32,8,5,23,853,0,0,0,2,2,6,2,2,6,2,2,6,2,2,6,Asia,3,30
2020-03-30,Japan,Rest,4,2,1,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,Rest of the world,Affiliate_26,403,144,35,292,852,2,2,4,5,4,6,8,5,15,9,6,16,12,7,37,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_27,371,125,41,223,4514,4,6,19,32,10,203,43,12,299,54,14,372,83,14,480,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_28,498,144,44,550,2307,4,6,39,15,8,72,23,10,118,26,12,135,50,15,351,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_29,4284,1568,646,3159,85896,100,178,1459,519,191,3942,866,233,7632,1012,244,9648,1855,273,21542,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_30,776,276,99,521,5738,5,7,28,36,14,137,53,20,266,55,20,285,89,22,493,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_31,459,139,32,346,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_32,2879,930,434,2005,68414,81,152,1197,426,149,3636,690,178,6364,784,187,7374,1484,208,16002,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_33,7358,1737,401,4082,8938,10,17,100,54,20,383,101,28,668,121,29,717,222,33,1321,Rest of the world,3,30
2020-03-30,Rest of the world,Affiliate_34,3120,962,346,2169,10621,9,16,123,56,23,549,84,25,749,97,29,814,178,34,1424,Rest of the world,3,30
2020-03-30,Rest of the world,Rest,1240,340,125,852,4594,6,8,52,23,12,170,32,15,271,39,19,311,65,22,710,Rest of the world,3,30
2020-03-30,Russia,Affiliate_26,1111,501,177,937,558,5,6,38,21,12,56,37,16,105,41,16,111,77,18,216,Europe,3,30
2020-03-30,Russia,Affiliate_28,302,114,40,270,1128,3,3,4,7,4,18,15,6,33,19,6,37,42,8,75,Europe,3,30
2020-03-30,Russia,Affiliate_30,303,140,58,268,2050,3,5,18,23,10,66,40,12,134,48,12,186,89,12,496,Europe,3,30
2020-03-30,Russia,Affiliate_31,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
2020-03-30,Russia,Affiliate_33,794,284,95,603,1356,2,2,26,5,4,27,19,9,52,29,9,88,57,9,199,Europe,3,30
2020-03-30,Russia,Affiliate_34,1805,716,353,1481,6346,12,17,71,53,27,177,112,39,549,129,42,663,336,50,1457,Europe,3,30
2020-03-30,Russia,Rest,574,155,59,377,1864,5,6,39,23,7,316,48,11,524,71,13,654,108,13,899,Europe,3,30
2020-03-30,South Korea,Affiliate_26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,South Korea,Affiliate_27,2,0,0,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,South Korea,Affiliate_28,312,78,1,259,362,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,Asia,3,30
2020-03-30,South Korea,Affiliate_29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,South Korea,Affiliate_34,12,3,0,8,231,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,Asia,3,30
2020-03-30,South Korea,Rest,41,12,5,26,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,3,30
2020-03-30,Spain,Affiliate_26,42,18,5,29,320,0,0,0,1,1,3,1,1,3,1,1,3,2,1,6,Europe,3,30
2020-03-30,Spain,Affiliate_27,24,4,3,16,206,0,0,0,1,1,6,1,1,6,1,1,6,3,2,7,Europe,3,30
2020-03-30,Spain,Affiliate_31,368,133,46,299,1736,1,1,18,4,4,35,5,4,36,5,4,36,5,4,36,Europe,3,30
2020-03-30,Spain,Affiliate_34,97,31,11,63,750,0,0,0,1,1,1,2,2,4,4,2,13,4,2,13,Europe,3,30
2020-03-30,Spain,Rest,20,5,3,18,113,0,0,0,1,1,10,3,2,19,3,2,19,3,2,19,Europe,3,30
2020-03-30,UK,Affiliate_27,102,32,12,63,1197,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,Europe,3,30
2020-03-30,UK,Affiliate_29,316,116,49,232,5244,4,6,53,27,12,179,36,12,289,42,12,315,93,15,758,Europe,3,30
2020-03-30,UK,Affiliate_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,3,30
